ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,price_anomaly,pct_chg_anomaly,avg_price,amplitude
600519.SH,2020-01-22,1070.0,1084.0,1055.38,1075.51,1075.3,0.21,0.0195,36200.04,3875275.065,False,False,1071.2225,2.6615828140983813
600519.SH,2020-01-23,1076.0,1076.0,1037.0,1052.8,1075.51,-22.71,-2.1116,53468.43,5638945.742000001,False,False,1060.45,3.626186646335227
600519.SH,2020-02-03,985.0,1010.68,980.0,1003.92,1052.8,-48.88,-4.6429,123442.88,12314991.759000001,False,False,994.9,2.914133738601819
600519.SH,2020-02-04,1015.0,1057.0,1011.01,1038.01,1003.92,34.09,3.3957,62624.18,6490469.043,False,False,1030.255,4.5810423141286165
600519.SH,2020-02-05,1050.0,1054.0,1033.03,1049.99,1038.01,11.98,1.1541,47418.24,4956355.235,False,False,1046.7549999999999,2.0202117513318782
600519.SH,2020-02-06,1059.43,1075.0,1052.02,1071.0,1049.99,21.01,2.001,47171.21,5011246.407,False,False,1064.3625000000002,2.188592272307357
600519.SH,2020-02-07,1070.01,1077.0,1061.02,1076.0,1071.0,5.0,0.4669,31278.71,3348894.5760000004,False,False,1071.0075000000002,1.4920634920634939
600519.SH,2020-02-10,1062.0,1074.6,1057.2,1066.49,1076.0,-9.51,-0.8838,30533.42,3251908.506,False,False,1065.0725,1.6171003717471992
600519.SH,2020-02-11,1063.0,1099.68,1062.8,1098.0,1066.49,31.51,2.9546,47917.93,5222918.915,False,False,1080.8700000000001,3.458072743298119
600519.SH,2020-02-12,1089.0,1098.79,1085.88,1097.27,1098.0,-0.73,-0.0665,28125.43,3072293.973,False,False,1092.7350000000001,1.1757741347905148
600519.SH,2020-02-13,1098.0,1113.89,1088.01,1091.0,1097.27,-6.27,-0.5714,30357.36,3335277.425,False,False,1097.7250000000001,2.3585808415431124
600519.SH,2020-02-14,1090.45,1093.51,1083.11,1088.0,1091.0,-3.0,-0.275,23287.6,2534568.401,False,False,1088.7675,0.9532538955087159
600519.SH,2020-02-17,1082.5,1096.19,1082.4,1093.82,1088.0,5.82,0.5349,27028.22,2946182.6569999997,False,False,1088.7275,1.2674632352941144
600519.SH,2020-02-18,1090.01,1096.88,1083.0,1084.0,1093.82,-9.82,-0.8978,26664.96,2897729.692,False,False,1088.4725,1.2689473587976186
600519.SH,2020-02-19,1085.0,1101.5,1078.0,1096.5,1084.0,12.5,1.1531,37051.47,4052365.602,False,False,1090.25,2.1678966789667897
600519.SH,2020-02-20,1096.7,1124.0,1095.41,1118.0,1096.5,21.5,1.9608,46802.62,5220660.94,False,False,1108.5275,2.6073871409028655
600519.SH,2020-02-21,1111.46,1123.54,1110.01,1112.88,1118.0,-5.12,-0.45799999999999996,28940.08,3225337.16,False,False,1114.4725,1.2101967799642195
600519.SH,2020-02-24,1105.5,1110.0,1085.5,1087.18,1112.88,-25.7,-2.3093,38650.36,4221857.466,False,False,1097.045,2.20149521961038
600519.SH,2020-02-25,1078.0,1082.09,1067.88,1074.81,1087.18,-12.37,-1.1378,38385.62,4127432.13,False,False,1075.6950000000002,1.307051270258817
600519.SH,2020-02-26,1062.0,1084.0,1055.0,1073.7,1074.81,-1.11,-0.1033,43560.97,4663278.433,False,False,1068.675,2.698151301160205
600519.SH,2020-02-27,1076.0,1094.99,1076.0,1087.39,1073.7,13.69,1.275,34498.29,3758783.81,False,False,1083.595,1.7686504610226326
600519.SH,2020-02-28,1070.3,1082.0,1049.97,1057.0,1087.39,-30.39,-2.7948,49946.57,5307929.213,False,False,1064.8175,2.945585300582125
600519.SH,2020-03-02,1050.11,1096.55,1050.01,1086.01,1057.0,29.01,2.7446,47663.04,5154329.159,False,False,1070.67,4.4030274361400155
600519.SH,2020-03-03,1098.0,1118.88,1098.0,1113.0,1086.01,26.99,2.4852,50250.15,5585227.657000001,False,False,1106.97,1.9226342298873962
600519.SH,2020-03-04,1125.0,1139.0,1116.24,1128.92,1113.0,15.92,1.4304,53792.99,6080149.243,False,False,1127.29,2.0449236298292894
600519.SH,2020-03-05,1136.31,1174.99,1130.56,1171.0,1128.92,42.08,3.7275,62426.45,7210485.103999999,False,False,1153.2150000000001,3.935619884491378
600519.SH,2020-03-06,1163.0,1176.0,1151.98,1155.5,1171.0,-15.5,-1.3237,30641.0,3553622.358,False,False,1161.62,2.0512382578992296
600519.SH,2020-03-09,1135.0,1135.0,1111.31,1114.01,1155.5,-41.49,-3.5907,43404.09,4865288.5,False,False,1123.83,2.050194720900048
600519.SH,2020-03-10,1113.0,1168.0,1113.0,1156.0,1114.01,41.99,3.7693,58062.93,6635936.156,False,False,1137.5,4.937119056381899
600519.SH,2020-03-11,1155.5,1169.58,1141.0,1158.52,1156.0,2.52,0.218,35547.57,4124607.952,False,False,1156.15,2.4723183391003394
600519.SH,2020-03-12,1141.22,1153.0,1125.1,1138.5,1158.52,-20.02,-1.7281,36630.63,4172606.105,False,False,1139.455,2.4082450022442505
600519.SH,2020-03-13,1090.0,1128.98,1080.0,1112.03,1138.5,-26.47,-2.325,75885.31,8348496.48,False,False,1102.7525,4.302151954325869
600519.SH,2020-03-16,1103.98,1107.95,1062.0,1067.0,1112.03,-45.03,-4.0494,51232.54,5548946.745,False,False,1085.2325,4.132082767551239
600519.SH,2020-03-17,1055.0,1078.0,1011.12,1045.1,1067.0,-21.9,-2.0525,79359.12,8277472.7870000005,False,False,1047.3049999999998,6.268041237113402
600519.SH,2020-03-18,1040.0,1060.0,1007.99,1007.99,1045.1,-37.11,-3.5509,73459.88,7582762.547,False,False,1028.995,4.976557267247153
600519.SH,2020-03-19,993.99,1015.0,960.1,996.0,1007.99,-11.99,-1.1895,102265.07,10075880.47,False,False,991.2725,5.446482603994085
600519.SH,2020-03-20,1011.0,1043.0,1011.0,1035.28,996.0,39.28,3.9438,60139.19,6169094.444,False,False,1025.07,3.2128514056224895
600519.SH,2020-03-23,1000.0,1035.28,991.52,1019.0,1035.28,-16.28,-1.5725,48472.1,4918121.944,False,False,1011.45,4.226875821033922
600519.SH,2020-03-24,1043.0,1058.88,1035.0,1056.0,1019.0,37.0,3.6310000000000002,46650.96,4900364.143999999,False,False,1048.22,2.343473994111885
600519.SH,2020-03-25,1087.98,1091.36,1074.2,1080.1,1056.0,24.1,2.2822,37048.66,4015061.222,False,False,1083.4099999999999,1.6249999999999862
600519.SH,2020-03-26,1073.33,1091.2,1062.0,1064.92,1080.1,-15.18,-1.4054,30048.56,3231754.298,False,False,1072.8625,2.703453383945935
600519.SH,2020-03-27,1085.0,1092.0,1075.01,1075.5,1064.92,10.58,0.9935,36261.12,3931759.353,False,False,1081.8775,1.59542500845134
600519.SH,2020-03-30,1060.25,1077.0,1057.0,1072.0,1075.5,-3.5,-0.3254,30687.41,3279823.025,False,False,1066.5625,1.8596001859600186
600519.SH,2020-03-31,1082.0,1115.0,1081.8,1111.0,1072.0,39.0,3.6381,47984.37,5293170.703,False,False,1097.45,3.0970149253731387
600519.SH,2020-04-01,1117.0,1129.0,1103.0,1103.0,1111.0,-8.0,-0.7201,33205.35,3700184.247,False,False,1113.0,2.34023402340234
600519.SH,2020-04-02,1104.0,1145.0,1103.88,1145.0,1103.0,42.0,3.8078,45205.61,5095167.594,False,False,1124.47,3.728014505893009
600519.SH,2020-04-03,1139.03,1147.96,1131.98,1139.79,1145.0,-5.21,-0.455,27617.61,3148421.8660000004,False,False,1139.69,1.3956331877729273
600519.SH,2020-04-07,1161.95,1166.5,1148.89,1159.95,1139.79,20.16,1.7687,43488.0,5041525.481000001,False,False,1159.3225,1.5450214513199712
600519.SH,2020-04-08,1152.0,1166.31,1152.0,1159.76,1159.95,-0.19,-0.0164,24224.42,2809422.1,False,False,1157.5175,1.2336738652528079
600519.SH,2020-04-09,1166.0,1169.0,1147.96,1158.5,1159.76,-1.26,-0.1086,22816.97,2640230.492,False,False,1160.365,1.8141684486445442
600519.SH,2020-04-10,1157.88,1181.5,1153.5,1165.0,1158.5,6.5,0.5611,27804.34,3252600.672,False,False,1164.47,2.416918429003021
600519.SH,2020-04-13,1165.0,1169.98,1148.5,1162.3,1165.0,-2.7,-0.2318,15981.47,1854563.731,False,False,1161.445,1.8437768240343364
600519.SH,2020-04-14,1176.0,1191.55,1166.0,1185.1,1162.3,22.8,1.9616,36799.55,4340858.665,False,False,1179.6625,2.1982276520691695
600519.SH,2020-04-15,1192.0,1203.99,1187.1,1189.6,1185.1,4.5,0.3797,29332.29,3501318.26,False,False,1193.1725,1.4251961859758755
600519.SH,2020-04-16,1192.97,1197.1,1184.1,1197.1,1189.6,7.5,0.6305,21727.74,2588431.844,False,False,1192.8174999999999,1.0928043039677202
600519.SH,2020-04-17,1210.0,1234.56,1205.01,1226.0,1197.1,28.9,2.4142,38245.69,4676618.151000001,False,False,1218.8925,2.468465458190624
600519.SH,2020-04-20,1221.0,1231.5,1216.8,1227.3,1226.0,1.3,0.106,24238.64,2963483.3230000003,False,False,1224.15,1.1990212071778177
600519.SH,2020-04-21,1221.02,1223.99,1193.0,1200.0,1227.3,-27.3,-2.2244,29224.22,3517018.4869999997,False,False,1209.5025,2.5250549987778057
600519.SH,2020-04-22,1206.0,1249.5,1202.22,1244.5,1200.0,44.5,3.7083,44034.73,5430377.597999999,False,False,1225.555,3.9399999999999977
600519.SH,2020-04-23,1250.0,1265.68,1247.77,1252.26,1244.5,7.76,0.6235,26898.51,3377042.463,False,False,1253.9275,1.4391321815990423
600519.SH,2020-04-24,1248.0,1259.89,1235.18,1250.56,1252.26,-1.7,-0.1358,19122.4,2390444.036,False,False,1248.4075000000003,1.9732323958283453
600519.SH,2020-04-27,1257.0,1278.17,1250.96,1276.0,1250.56,25.44,2.0343,25903.91,3284513.3460000004,False,False,1265.5325,2.17582523029683
600519.SH,2020-04-28,1285.31,1299.94,1271.88,1279.13,1276.0,3.13,0.2453,34661.9,4458549.425,False,False,1284.065,2.1990595611285224
600519.SH,2020-04-29,1277.8,1288.1,1258.0,1274.9,1279.13,-4.23,-0.3307,23444.06,2976724.957,False,False,1274.6999999999998,2.3531619147389167
600519.SH,2020-04-30,1271.0,1285.01,1258.88,1265.7,1274.9,-9.2,-0.7216,24660.87,3134408.881,False,False,1270.1475,2.0495725154914015
600519.SH,2020-05-06,1251.0,1300.0,1250.0,1300.0,1265.7,34.3,2.71,35834.81,4598589.768,False,False,1275.25,3.9503831871691557
600519.SH,2020-05-07,1299.4,1314.99,1293.0,1312.0,1300.0,12.0,0.9231,27934.74,3647628.296,False,False,1304.8475,1.6915384615384623
600519.SH,2020-05-08,1317.0,1338.0,1308.51,1314.61,1312.0,2.61,0.1989,29078.68,3839218.026,False,False,1319.53,2.247713414634147
600519.SH,2020-05-11,1320.0,1335.0,1313.67,1323.01,1314.61,8.4,0.639,23671.19,3135990.9639999997,False,False,1322.92,1.6225344398718957
600519.SH,2020-05-12,1318.0,1334.99,1316.0,1333.0,1323.01,9.99,0.7551,19721.81,2621824.685,False,False,1325.4975,1.4353633003529838
600519.SH,2020-05-13,1333.0,1337.99,1322.88,1335.95,1333.0,2.95,0.2213,22014.31,2931464.95,False,False,1332.455,1.133533383345829
600519.SH,2020-05-14,1330.0,1334.88,1325.11,1326.59,1335.95,-9.36,-0.7006,18574.92,2467976.357,False,False,1329.145,0.7313147947153867
600519.SH,2020-05-15,1329.0,1333.5,1301.88,1313.0,1326.59,-13.59,-1.0244,26398.08,3469736.812,False,False,1319.345,2.38355482854536
600519.SH,2020-05-18,1306.0,1351.5,1305.13,1346.21,1313.0,33.21,2.5293,34362.11,4587989.708000001,False,False,1327.21,3.531607006854523
600519.SH,2020-05-19,1364.0,1364.0,1338.0,1346.11,1346.21,-0.1,-0.0074,24787.46,3342210.4869999997,False,False,1353.0275,1.9313480066260091
600519.SH,2020-05-20,1346.11,1359.18,1336.81,1351.0,1346.11,4.89,0.3633,21183.4,2859455.106,False,False,1348.275,1.6618255566038527
600519.SH,2020-05-21,1355.0,1371.96,1352.86,1366.1,1351.0,15.1,1.1177,23051.58,3147105.462,False,False,1361.48,1.4137675795706985
600519.SH,2020-05-22,1366.0,1366.1,1322.88,1328.2,1366.1,-37.9,-2.7743,34427.46,4608696.074,False,False,1345.795,3.1637508235121734
600519.SH,2020-05-25,1330.0,1366.58,1321.0,1362.9,1328.2,34.7,2.6126,31561.0,4260387.678,False,False,1345.12,3.431712091552471
600519.SH,2020-05-26,1369.88,1369.95,1355.0,1358.0,1362.9,-4.9,-0.3595,22470.19,3056188.3210000005,False,False,1363.2075,1.0969256731968628
600519.SH,2020-05-27,1359.0,1360.0,1333.0,1338.0,1358.0,-20.0,-1.4728,26777.41,3596654.307,False,False,1347.5,1.9882179675994107
600519.SH,2020-05-28,1337.97,1346.94,1321.13,1344.0,1338.0,6.0,0.4484,26485.91,3536546.893,False,False,1337.51,1.9289985052316851
600519.SH,2020-05-29,1332.1,1369.98,1332.1,1366.6,1344.0,22.6,1.6815,30444.35,4144247.222,False,False,1350.195,2.8184523809523894
600519.SH,2020-06-01,1381.0,1420.1,1381.0,1419.5,1366.6,52.9,3.8709,35479.76,4986178.912,False,False,1400.4,2.8611151763500593
600519.SH,2020-06-02,1416.01,1427.9,1406.66,1410.71,1419.5,-8.79,-0.6192,25960.1,3679210.598,False,False,1415.32,1.4963015146178238
600519.SH,2020-06-03,1415.0,1417.5,1395.77,1399.3,1410.71,-11.41,-0.8088,23557.36,3308382.7989999996,False,False,1406.8925000000002,1.5403591099517278
600519.SH,2020-06-04,1396.0,1411.0,1396.0,1407.99,1399.3,8.69,0.621,18037.41,2534459.742,False,False,1402.7475,1.071964553705424
600519.SH,2020-06-05,1405.25,1428.88,1401.08,1425.0,1407.99,17.01,1.2081,18347.06,2597524.609,False,False,1415.0525,1.9744458412346808
600519.SH,2020-06-08,1425.0,1435.0,1402.01,1406.1,1425.0,-18.9,-1.3263,29300.45,4145298.455,False,False,1417.0275000000001,2.3150877192982464
600519.SH,2020-06-09,1408.0,1425.0,1400.68,1416.55,1406.1,10.45,0.7432,22611.91,3199849.66,False,False,1412.5575000000001,1.7296067136050024
600519.SH,2020-06-10,1425.0,1433.33,1417.0,1423.66,1416.55,7.11,0.5019,22700.74,3234843.8510000003,False,False,1424.7475,1.1528008188909624
600519.SH,2020-06-11,1411.01,1417.99,1396.99,1400.46,1423.66,-23.2,-1.6296,30711.71,4314846.228,False,False,1406.6125,1.475071295112597
600519.SH,2020-06-12,1387.17,1416.37,1383.31,1416.37,1400.46,15.91,1.1361,28427.42,3992323.389,False,False,1400.805,2.360652928323547
600519.SH,2020-06-15,1402.0,1411.6,1381.0,1383.0,1416.37,-33.37,-2.356,34615.41,4819512.188999999,False,False,1394.4,2.160452424154699
600519.SH,2020-06-16,1398.5,1414.0,1393.13,1403.88,1383.0,20.88,1.5098,29206.64,4099718.932,False,False,1402.3775,1.5090383224873385
600519.SH,2020-06-17,1411.86,1411.9,1395.02,1405.0,1403.88,1.12,0.0798,19453.07,2730097.12,False,False,1405.9450000000002,1.2023819699689509
600519.SH,2020-06-18,1404.9,1413.2,1400.1,1413.0,1405.0,8.0,0.5694,21010.41,2956800.0810000002,False,False,1407.8000000000002,0.9323843416370204
600519.SH,2020-06-19,1420.0,1445.2,1415.1,1439.84,1413.0,26.84,1.8995,38958.33,5603232.657000001,False,False,1430.0349999999999,2.1302193913658978
600519.SH,2020-06-22,1435.1,1443.89,1433.2,1439.0,1439.84,-0.84,-0.0583,23247.0,3343536.637,False,False,1437.7975,0.7424436048449866
600519.SH,2020-06-23,1435.0,1482.0,1433.52,1474.5,1439.0,35.5,2.467,33934.26,4963194.685,False,False,1456.255,3.369006254343295
600519.SH,2020-06-24,1463.6,1465.71,1445.0,1460.01,1457.48,2.53,0.1736,25138.99,3663537.115,False,False,1458.58,1.4209457419655869
600519.SH,2020-06-29,1448.0,1466.0,1437.01,1463.17,1460.01,3.16,0.2164,28080.61,4064048.236,False,False,1453.545,1.9856028383367241
600519.SH,2020-06-30,1463.12,1468.98,1455.12,1462.88,1463.17,-0.29,-0.0198,22446.14,3281641.1989999996,False,False,1462.5249999999999,0.9472583500208538
600519.SH,2020-07-01,1468.0,1506.1,1464.02,1494.27,1462.88,31.39,2.1458,38682.49,5759640.251,False,False,1483.0974999999999,2.876517554413207
600519.SH,2020-07-02,1499.0,1550.9,1495.0,1544.0,1494.27,49.73,3.3280000000000003,45883.72,7014289.615,False,False,1522.225,3.7409571228760594
600519.SH,2020-07-03,1550.0,1552.5,1516.88,1541.79,1544.0,-2.21,-0.1431,35125.81,5395637.032000001,False,False,1540.2925,2.306994818652843
600519.SH,2020-07-06,1538.0,1616.0,1531.81,1600.0,1541.79,58.21,3.7755,51821.96,8228068.998,False,False,1571.4524999999999,5.46053613008257
600519.SH,2020-07-07,1603.09,1744.82,1601.0,1688.0,1600.0,88.0,5.5,66663.93,11219852.098,False,False,1659.2275,8.988749999999996
600519.SH,2020-07-08,1680.0,1719.0,1660.0,1681.34,1688.0,-6.66,-0.3945,53169.98,8963189.092,False,False,1685.085,3.495260663507109
600519.SH,2020-07-09,1691.0,1712.0,1682.0,1706.0,1681.34,24.66,1.4667,35033.24,5951732.802999999,False,False,1697.75,1.784291101145515
600519.SH,2020-07-10,1689.0,1736.6,1688.94,1713.85,1706.0,7.85,0.4601,37100.44,6352507.467999999,False,False,1707.0974999999999,2.7936694021101904
600519.SH,2020-07-13,1714.68,1787.0,1714.68,1781.99,1713.85,68.14,3.9758,60727.16,10679460.274,False,False,1749.5875,4.219739183709189
600519.SH,2020-07-14,1781.99,1782.03,1748.4,1762.0,1781.99,-19.99,-1.1218,46093.51,8135834.91,False,False,1768.605,1.8872159776429656
600519.SH,2020-07-15,1744.88,1782.6,1744.71,1752.53,1762.0,-9.47,-0.5375,40712.94,7176560.649,False,False,1756.18,2.1503972758229213
600519.SH,2020-07-16,1729.91,1729.91,1600.0,1614.0,1752.53,-138.53,-7.9046,102242.19,16901373.196,False,True,1668.455,7.412711907927401
600519.SH,2020-07-17,1620.0,1672.59,1620.0,1648.05,1614.0,34.05,2.1097,65902.06,10863420.089000002,False,False,1640.16,3.258364312267653
600519.SH,2020-07-20,1652.5,1663.99,1588.88,1636.96,1648.05,-11.09,-0.6729,45280.33,7363822.989,False,False,1635.5825,4.557507357179691
600519.SH,2020-07-21,1646.64,1702.8,1630.99,1668.0,1636.96,31.04,1.8962,41969.5,7026353.151000001,False,False,1662.1075,4.386790147590652
600519.SH,2020-07-22,1658.0,1710.0,1658.0,1678.08,1668.0,10.08,0.6043,39201.21,6637265.372,False,False,1676.02,3.117505995203837
600519.SH,2020-07-23,1672.0,1691.0,1650.0,1676.0,1678.08,-2.08,-0.124,34320.52,5739050.333,False,False,1672.25,2.4432684973302825
600519.SH,2020-07-24,1654.85,1666.0,1585.0,1595.3,1676.0,-80.7,-4.815,78752.01,12705941.887,False,False,1625.2875000000001,4.832935560859188
600519.SH,2020-07-27,1616.01,1629.8,1600.0,1622.55,1595.3,27.25,1.7081,38788.17,6279664.444,False,False,1617.09,1.8679872124365295
600519.SH,2020-07-28,1630.0,1680.0,1630.0,1670.0,1622.55,47.45,2.9244,54911.52,9133721.867,False,False,1652.5,3.081569135003544
600519.SH,2020-07-29,1690.0,1690.0,1633.0,1672.0,1670.0,2.0,0.1198,50748.43,8411789.967,False,False,1671.25,3.413173652694611
600519.SH,2020-07-30,1671.2,1700.59,1670.5,1680.0,1672.0,8.0,0.4785,38373.04,6486855.475,False,False,1680.5725,1.7996411483253538
600519.SH,2020-07-31,1685.0,1705.0,1646.0,1678.18,1680.0,-1.82,-0.1083,40684.74,6846747.33,False,False,1678.545,3.511904761904762
600519.SH,2020-08-03,1686.88,1696.58,1660.0,1668.0,1678.18,-10.18,-0.6066,34661.14,5790041.422,False,False,1677.865,2.179742339915857
600519.SH,2020-08-04,1675.0,1682.99,1660.0,1669.99,1668.0,1.99,0.1193,31940.51,5337185.768,False,False,1671.995,1.3782973621103123
600519.SH,2020-08-05,1662.09,1673.09,1643.31,1668.0,1669.99,-1.99,-0.1192,25521.69,4236612.469,False,False,1661.6225,1.7832442110431783
600519.SH,2020-08-06,1670.0,1674.03,1630.0,1637.96,1668.0,-30.04,-1.801,32648.78,5372942.645,False,False,1652.9975,2.639688249400478
600519.SH,2020-08-07,1644.77,1649.67,1598.5,1631.0,1637.96,-6.96,-0.4249,34242.05,5560065.753,False,False,1630.9850000000001,3.1240079122811344
600519.SH,2020-08-10,1627.97,1644.96,1608.11,1633.99,1631.0,2.99,0.1833,23623.54,3857721.122,False,False,1628.7575,2.259350091968126
600519.SH,2020-08-11,1640.0,1666.43,1640.0,1642.51,1633.99,8.52,0.5214,35818.18,5936904.876,False,False,1647.2350000000001,1.617512959075641
600519.SH,2020-08-12,1633.0,1641.0,1605.25,1626.95,1642.51,-15.56,-0.9473,27933.92,4529267.493,False,False,1626.55,2.176546870338689
600519.SH,2020-08-13,1630.0,1638.88,1609.0,1635.0,1626.95,8.05,0.4948,20541.34,3341652.186,False,False,1628.22,1.8365653523464216
600519.SH,2020-08-14,1639.9,1665.7,1631.0,1661.0,1635.0,26.0,1.5902,37653.18,6230475.427,False,False,1649.4,2.1223241590214097
600519.SH,2020-08-17,1674.0,1704.35,1670.0,1690.0,1661.0,29.0,1.7459,43572.01,7363610.867000001,False,False,1684.5875,2.0680313064418967
600519.SH,2020-08-18,1697.38,1720.0,1691.0,1705.0,1690.0,15.0,0.8876,30422.81,5192751.797,False,False,1703.345,1.7159763313609466
600519.SH,2020-08-19,1700.0,1717.0,1682.99,1687.0,1705.0,-18.0,-1.0557,26914.98,4578143.762,False,False,1696.7475,1.994721407624633
600519.SH,2020-08-20,1674.0,1679.0,1656.0,1664.0,1687.0,-23.0,-1.3634,22382.33,3727183.935,False,False,1668.25,1.3633669235328987
600519.SH,2020-08-21,1673.0,1698.0,1671.0,1676.0,1664.0,12.0,0.7212,25082.41,4217048.42,False,False,1679.5,1.622596153846154
600519.SH,2020-08-24,1700.0,1708.0,1691.01,1696.35,1676.0,20.35,1.2142,30933.44,5260286.523,False,False,1698.8400000000001,1.0137231503579958
600519.SH,2020-08-25,1704.8,1746.78,1698.63,1727.0,1696.35,30.65,1.8068,41872.49,7227309.774,False,False,1719.3025,2.8384472543991435
600519.SH,2020-08-26,1734.0,1745.0,1715.02,1727.0,1727.0,0.0,0.0,26215.73,4530374.186000001,False,False,1730.255,1.735958309206718
600519.SH,2020-08-27,1731.99,1733.98,1705.0,1731.0,1727.0,4.0,0.2316,22635.53,3896759.4460000005,False,False,1725.4925,1.6780544296467872
600519.SH,2020-08-28,1731.0,1764.0,1721.5,1757.0,1731.0,26.0,1.5019999999999998,42299.62,7389242.302,False,False,1743.375,2.455228191796649
600519.SH,2020-08-31,1770.58,1816.0,1770.58,1786.5,1757.0,29.5,1.679,47810.36,8608932.57,False,False,1785.915,2.5850882185543584
600519.SH,2020-09-01,1792.0,1802.0,1775.01,1801.98,1786.5,15.48,0.8665,31639.92,5661594.315,False,False,1792.7475,1.5107752588860905
600519.SH,2020-09-02,1825.0,1828.0,1770.0,1795.0,1801.98,-6.98,-0.3874,32009.29,5746351.9229999995,False,False,1804.5,3.2186816723826013
600519.SH,2020-09-03,1795.0,1812.0,1779.7,1793.0,1795.0,-2.0,-0.1114,30437.35,5471333.88,False,False,1794.925,1.7994428969359304
600519.SH,2020-09-04,1766.0,1776.99,1746.0,1770.0,1793.0,-23.0,-1.2828,30857.96,5433479.408,False,False,1764.7475,1.7283881762409377
600519.SH,2020-09-07,1760.0,1777.99,1703.97,1723.5,1770.0,-46.5,-2.6271,31112.02,5446354.619,False,False,1741.365,4.1819209039548015
600519.SH,2020-09-08,1732.0,1737.8,1677.07,1711.4,1723.5,-12.1,-0.7021,34472.38,5865962.723999999,False,False,1714.5675,3.5236437481868306
600519.SH,2020-09-09,1699.67,1711.0,1680.04,1688.0,1711.4,-23.4,-1.3673,25963.55,4401806.095,False,False,1694.6775,1.8090452261306553
600519.SH,2020-09-10,1703.74,1720.0,1700.0,1705.8,1688.0,17.8,1.0545,24778.33,4236694.402,False,False,1707.385,1.1848341232227488
600519.SH,2020-09-11,1688.0,1736.0,1688.0,1733.0,1705.8,27.2,1.5946,31088.0,5339883.408,False,False,1711.25,2.8139289482940555
600519.SH,2020-09-14,1745.0,1769.0,1730.58,1766.0,1733.0,33.0,1.9042,31056.01,5448188.995,False,False,1752.645,2.2169648009232588
600519.SH,2020-09-15,1769.99,1769.99,1747.75,1760.0,1766.0,-6.0,-0.3398,20820.87,3654872.0089999996,False,False,1761.9325,1.2593431483578714
600519.SH,2020-09-16,1760.0,1764.81,1719.0,1725.1,1760.0,-34.9,-1.983,22515.98,3916457.762,False,False,1742.2275,2.602840909090906
600519.SH,2020-09-17,1700.0,1700.0,1658.0,1670.52,1725.1,-54.58,-3.1639,63679.85,10683350.187,False,False,1682.13,2.4346414700597068
600519.SH,2020-09-18,1665.0,1695.0,1635.01,1695.0,1670.52,24.48,1.4654,47201.4,7853673.241,False,False,1672.5025,3.5910973828508497
600519.SH,2020-09-21,1692.76,1692.76,1666.66,1666.8,1695.0,-28.2,-1.6637,22444.07,3756765.108,False,False,1679.7450000000001,1.5398230088495521
600519.SH,2020-09-22,1650.0,1686.98,1650.0,1665.69,1666.8,-1.11,-0.0666,23265.47,3890070.212,False,False,1663.1675,2.2186225101991854
